read_code,read_term,QOF,cat2,cat1
H4641,Obliterative bronchiolitis due to chemical fumes,Yes,COPD,comorbidities
H582.,Compensatory emphysema,No,COPD,comorbidities
H5832,Eosinophilic bronchitis,Yes,COPD,comorbidities
Hyu30,[X]Other emphysema,Yes,COPD,comorbidities
Hyu31,[X]Other specified chronic obstructive pulmonary disease,Yes,COPD,comorbidities
X101i,"Chron obstruct pulmonary dis wth acute exacerbation, unspec",No,COPD,comorbidities
X101j,Occupational chronic bronchitis,Yes,COPD,comorbidities
X101l,Bronchiolitis obliterans,Yes,COPD,comorbidities
X101m,Drug-induced bronchiolitis obliterans,Yes,COPD,comorbidities
X101n,Pulmonary emphysema,Yes,COPD,comorbidities
X101o,Pulmonary emphysema in alpha-1 PI deficiency,Yes,COPD,comorbidities
X101p,Toxic emphysema,Yes,COPD,comorbidities
X101q,Congenital lobar emphysema,Yes,COPD,comorbidities
X101r,Scar emphysema,Yes,COPD,comorbidities
X102z,Bronchiolitis obliterans with usual interstitial pneumonitis,Yes,COPD,comorbidities
Xa35l,Acute infective exacerbation chronic obstruct airway disease,No,COPD,comorbidities
Xaa7C,Eosinophilic bronchitis,Yes,COPD,comorbidities
XaavA,Shared care chronic obstructive pulmonary disease monitoring,No,COPD,comorbidities
Xac33,Asthma-chronic obstructive pulmonary disease overlap syndrom,Yes,COPD,comorbidities
Xac8s,Telehealth chronic obstructive pulmonary disease monitoring,No,COPD,comorbidities
XaEIV,Mild chronic obstructive pulmonary disease,Yes,COPD,comorbidities
XaEIW,Moderate chronic obstructive pulmonary disease,Yes,COPD,comorbidities
XaEIY,Severe chronic obstructive pulmonary disease,Yes,COPD,comorbidities
Xafhe,COPD monitring short message service text message invitation,No,COPD,comorbidities
XafhZ,COPD monitoring email invitation,No,COPD,comorbidities
Xafir,COPD monitoring SMS text message first invitation,No,COPD,comorbidities
Xafit,COPD monitoring SMS text message second invitation,No,COPD,comorbidities
Xafiu,COPD monitoring SMS text message third invitation,No,COPD,comorbidities
XaIes,Chronic obstructive pulmonary disease follow-up,No,COPD,comorbidities
XaIet,Chronic obstructive pulmonary disease annual review,No,COPD,comorbidities
XaIND,End stage chronic obstructive airways disease,Yes,COPD,comorbidities
XaIQg,Interstitial pulmonary emphysema,No,COPD,comorbidities
XaIQT,Chronic obstructive pulmonary disease monitoring,No,COPD,comorbidities
XaIRO,Chronic obstructive pulmonary disease monitoring due,No,COPD,comorbidities
XaIu7,Chronic obstructive pulmonary disease monitoring by nurse,No,COPD,comorbidities
XaIu8,Chronic obstructive pulmonary disease monitoring by doctor,No,COPD,comorbidities
XaIUt,COPD self-management plan given,No,COPD,comorbidities
XaJFu,Admit COPD emergency,No,COPD,comorbidities
XaJlS,Chronic obstructive pulmonary disease monitoring admin,No,COPD,comorbidities
XaJlT,Chronic obstructive pulmonary disease monitoring 1st letter,No,COPD,comorbidities
XaJlU,Chronic obstructive pulmonary disease monitoring 2nd letter,No,COPD,comorbidities
XaJlV,Chronic obstructive pulmonary disease monitoring 3rd letter,No,COPD,comorbidities
XaJlW,Chronic obstructive pulmonary disease monitoring verb invite,No,COPD,comorbidities
XaJlY,Chronic obstructive pulmonary disease monitor phone invite,No,COPD,comorbidities
XaJYf,Chronic obstructive pulmonary disease clini management plan,No,COPD,comorbidities
XaK8Q,Chronic obstructive pulmonary disease finding,No,COPD,comorbidities
XaK8R,COPD accident and emergency attendance since last visit,No,COPD,comorbidities
XaK8S,Emergency COPD admission since last appointment,No,COPD,comorbidities
XaK8U,Number of COPD exacerbations in past year,No,COPD,comorbidities
XaKv8,Chronic obstructive pulmonary disease disturbs sleep,No,COPD,comorbidities
XaKv9,Chronic obstructive pulmonary disease does not disturb sleep,No,COPD,comorbidities
XaKzy,Multiple COPD emergency hospital admissions,No,COPD,comorbidities
XaLqj,Health education - chronic obstructive pulmonary disease,No,COPD,comorbidities
XaN4a,Very severe chronic obstructive pulmonary disease,Yes,COPD,comorbidities
XaPls,Referred for COPD structured smoking assessment,No,COPD,comorbidities
XaPlu,COPD structured smoking assessment declined,No,COPD,comorbidities
XaPZH,COPD patient unsuitable for pulmonary rehabilitation,No,COPD,comorbidities
XaPzu,At risk of chronic obstructive pulmonary diseas exacerbation,No,COPD,comorbidities
XaRCG,Step down change in COPD management plan,No,COPD,comorbidities
XaRCH,Step up change in COPD management plan,No,COPD,comorbidities
XaW9D,Issue of chronic obstructive pulmonary disease rescue pack,No,COPD,comorbidities
XaXCa,Chronic obstructive pulmonary disease 3 monthly review,No,COPD,comorbidities
XaXCb,Chronic obstructive pulmonary disease 6 monthly review,No,COPD,comorbidities
XaXnt,GP OOH service notified of COPD care plan,No,COPD,comorbidities
XaXzy,Preferred place of care for next exacerbation of COPD,No,COPD,comorbidities
XaY05,Chronic obstructiv pulmonary disease medication optimisation,No,COPD,comorbidities
XaY0w,Referral to COPD community nursing team,No,COPD,comorbidities
XaYbA,COPD self-management plan agreed,No,COPD,comorbidities
XaYZO,COPD self-management plan review,No,COPD,comorbidities
XaZ6U,On chronic obstructive pulmonary disease supprtv cre pathway,No,COPD,comorbidities
XaZ8t,Has chronic obstructive pulmonary disease care plan,No,COPD,comorbidities
XaZd1,Acute non-infective exacerbation of COPD,No,COPD,comorbidities
XaZee,Chronic obstructive pulmonary disease care pathway,No,COPD,comorbidities
XaZoz,Seen in chronic obstructive pulmonary disease clinic,No,COPD,comorbidities
XE0YM,Purulent chronic bronchitis,Yes,COPD,comorbidities
XE0YN,Bullous emphysema with collapse,Yes,COPD,comorbidities
XE0YO,Atrophic (senile) emphysema,Yes,COPD,comorbidities
XE0YP,Other emphysema NOS,Yes,COPD,comorbidities
XE0ZN,Chronic: [bronchitis NOS] or [tracheobronchitis],Yes,COPD,comorbidities
Y1f1b,Chronic obstructive pulmonary disease monitoring invitation,No,COPD,comorbidities
Y1f94,Quality and Outcomes Framework chronic obstructive pulmonary disease quality indicator-related care invitation (procedure),No,COPD,comorbidities
H581.,Interstitial emphysema,No,COPD,comorbidities
66Yz2,Shared care COPD monitoring,No,COPD,comorbidities
66YB2,Telehealth COPD monitoring,No,COPD,comorbidities
66YL.,COAD follow-up,No,COPD,comorbidities
66YM.,COPD annual review,No,COPD,comorbidities
66YB.,COPD monitoring,No,COPD,comorbidities
66YD.,COPD monitoring due,No,COPD,comorbidities
66YS.,COPD monitoring by nurse,No,COPD,comorbidities
66YT.,COPD monitoring by doctor,No,COPD,comorbidities
66YI.,COPD self-management plan given,No,COPD,comorbidities
8H2R.,Admit COPD emergency,No,COPD,comorbidities
9Oi..,COPD monitoring administration,No,COPD,comorbidities
9Oi0.,COPD monitoring 1st letter,No,COPD,comorbidities
9Oi1.,COPD monitoring 2nd letter,No,COPD,comorbidities
9Oi2.,COPD monitoring 3rd letter,No,COPD,comorbidities
9Oi3.,COPD monitoring verbal invite,No,COPD,comorbidities
9Oi4.,COPD monitoring phone invite,No,COPD,comorbidities
8CR1.,COPD clinical management plan,No,COPD,comorbidities
66Yd.,COPD A&E attend sin last visit,No,COPD,comorbidities
66Ye.,Emer COPD admi sin last appoin,No,COPD,comorbidities
66Yf.,Numb COPD exacer in past year,No,COPD,comorbidities
66Yg.,COPD disturbs sleep,No,COPD,comorbidities
66Yh.,COPD does not disturb sleep,No,COPD,comorbidities
66Yi.,Mult COPD emerg hosp admission,No,COPD,comorbidities
679V.,Health education - COPD,No,COPD,comorbidities
9kf1.,Ref COPD stru smok asses - ESA,No,COPD,comorbidities
9kf2.,COPD stru smok ass decld - ESA,No,COPD,comorbidities
9kf0.,COPD patient unsuitable for pulmonary rehab - enh serv admin,No,COPD,comorbidities
14OX.,At risk of COPD exacerbation,No,COPD,comorbidities
8BMW.,Issue of COPD rescue pack,No,COPD,comorbidities
66YB0,COPD 3 monthly review,No,COPD,comorbidities
66YB1,COPD 6 monthly review,No,COPD,comorbidities
9e03.,GP OOH sce ntifid COPD cre pln,No,COPD,comorbidities
8CeD.,Pref plc cre nxt exacrbtn COPD,No,COPD,comorbidities
8BMa0,COPD medication optimisation,No,COPD,comorbidities
8Hkw.,Ref to COPD commun nursng team,No,COPD,comorbidities
661M3,COPD self-management plan agreed,No,COPD,comorbidities
661N3,COPD self-manage plan review,No,COPD,comorbidities
9NgP.,On COPD (chr obstruc pulmonary disease) supportv cre pathway,No,COPD,comorbidities
8CMV.,Has COPD care plan,No,COPD,comorbidities
8CMW5,COPD care pathway,No,COPD,comorbidities
9Nk70,Seen in COPD clinic,No,COPD,comorbidities
XE2Pp,History of chronic obstructive pulmonary disease,No,COPD,comorbidities
XaIQh,Mediastinal emphysema,No,COPD,comorbidities
H581.,Interstitial emphysema,No,COPD,comorbidities
C10..,Diabetes mellitus,No,Diabetes,comorbidities
C109J,Insulin treated Type 2 diabetes mellitus,No,Diabetes,comorbidities
C109K,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,No,Diabetes,comorbidities
C10C.,Diabetes mellitus autosomal dominant,No,Diabetes,comorbidities
C10D.,Diabetes mellitus autosomal dominant type 2,No,Diabetes,comorbidities
C10E.,Type 1 diabetes mellitus,No,Diabetes,comorbidities
C10E0,Type 1 diabetes mellitus with renal complications,No,Diabetes,comorbidities
C10E1,Type 1 diabetes mellitus with ophthalmic complications,No,Diabetes,comorbidities
C10E2,Type 1 diabetes mellitus with neurological complications,No,Diabetes,comorbidities
C10E3,Type 1 diabetes mellitus with multiple complications,No,Diabetes,comorbidities
C10E4,Unstable type 1 diabetes mellitus,No,Diabetes,comorbidities
C10E5,Type 1 diabetes mellitus with ulcer,No,Diabetes,comorbidities
C10E6,Type 1 diabetes mellitus with gangrene,No,Diabetes,comorbidities
C10E7,Type 1 diabetes mellitus with retinopathy,No,Diabetes,comorbidities
C10E8,Type 1 diabetes mellitus - poor control,No,Diabetes,comorbidities
C10E9,Type 1 diabetes mellitus maturity onset,No,Diabetes,comorbidities
C10EA,Type 1 diabetes mellitus without complication,No,Diabetes,comorbidities
C10EB,Type 1 diabetes mellitus with mononeuropathy,No,Diabetes,comorbidities
C10EC,Type 1 diabetes mellitus with polyneuropathy,No,Diabetes,comorbidities
C10ED,Type 1 diabetes mellitus with nephropathy,No,Diabetes,comorbidities
C10EE,Type 1 diabetes mellitus with hypoglycaemic coma,No,Diabetes,comorbidities
C10EF,Type 1 diabetes mellitus with diabetic cataract,No,Diabetes,comorbidities
C10EG,Type 1 diabetes mellitus with peripheral angiopathy,No,Diabetes,comorbidities
C10EH,Type 1 diabetes mellitus with arthropathy,No,Diabetes,comorbidities
C10EJ,Type 1 diabetes mellitus with neuropathic arthropathy,No,Diabetes,comorbidities
C10EK,Type 1 diabetes mellitus with persistent proteinuria,No,Diabetes,comorbidities
C10EL,Type 1 diabetes mellitus with persistent microalbuminuria,No,Diabetes,comorbidities
C10EM,Type 1 diabetes mellitus with ketoacidosis,No,Diabetes,comorbidities
C10EN,Type 1 diabetes mellitus with ketoacidotic coma,No,Diabetes,comorbidities
C10EP,Type 1 diabetes mellitus with exudative maculopathy,No,Diabetes,comorbidities
C10EQ,Type 1 diabetes mellitus with gastroparesis,No,Diabetes,comorbidities
C10ER,Latent autoimmune diabetes mellitus in adult,No,Diabetes,comorbidities
C10F.,Type 2 diabetes mellitus,No,Diabetes,comorbidities
C10F0,Type 2 diabetes mellitus with renal complications,No,Diabetes,comorbidities
C10F1,Type 2 diabetes mellitus with ophthalmic complications,No,Diabetes,comorbidities
C10F2,Type 2 diabetes mellitus with neurological complications,No,Diabetes,comorbidities
C10F3,Type 2 diabetes mellitus with multiple complications,No,Diabetes,comorbidities
C10F4,Type 2 diabetes mellitus with ulcer,No,Diabetes,comorbidities
C10F5,Type 2 diabetes mellitus with gangrene,No,Diabetes,comorbidities
C10F6,Type 2 diabetes mellitus with retinopathy,No,Diabetes,comorbidities
C10F7,Type 2 diabetes mellitus - poor control,No,Diabetes,comorbidities
C10F9,Type 2 diabetes mellitus without complication,No,Diabetes,comorbidities
C10FA,Type 2 diabetes mellitus with mononeuropathy,No,Diabetes,comorbidities
C10FB,Type 2 diabetes mellitus with polyneuropathy,No,Diabetes,comorbidities
C10FC,Type 2 diabetes mellitus with nephropathy,No,Diabetes,comorbidities
C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,No,Diabetes,comorbidities
C10FE,Type 2 diabetes mellitus with diabetic cataract,No,Diabetes,comorbidities
C10FF,Type 2 diabetes mellitus with peripheral angiopathy,No,Diabetes,comorbidities
C10FG,Type 2 diabetes mellitus with arthropathy,No,Diabetes,comorbidities
C10FH,Type 2 diabetes mellitus with neuropathic arthropathy,No,Diabetes,comorbidities
C10FJ,Insulin treated Type 2 diabetes mellitus,No,Diabetes,comorbidities
C10FK,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,No,Diabetes,comorbidities
C10FL,Type 2 diabetes mellitus with persistent proteinuria,No,Diabetes,comorbidities
C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,No,Diabetes,comorbidities
C10FN,Type 2 diabetes mellitus with ketoacidosis,No,Diabetes,comorbidities
C10FP,Type 2 diabetes mellitus with ketoacidotic coma,No,Diabetes,comorbidities
C10FQ,Type 2 diabetes mellitus with exudative maculopathy,No,Diabetes,comorbidities
C10FR,Type 2 diabetes mellitus with gastroparesis,No,Diabetes,comorbidities
C10FS,Maternally inherited diabetes mellitus,No,Diabetes,comorbidities
C10G.,Secondary pancreatic diabetes mellitus,No,Diabetes,comorbidities
C10G0,Secondary pancreatic diabetes mellitus without complication,No,Diabetes,comorbidities
C10H.,Diabetes mellitus induced by non-steroid drugs,No,Diabetes,comorbidities
C10H0,Diabetes mellitus induced by non-steroid drugs without complication,No,Diabetes,comorbidities
C10M.,Lipoatrophic diabetes mellitus,No,Diabetes,comorbidities
C10M0,Lipoatrophic diabetes mellitus without complication,No,Diabetes,comorbidities
C10N.,Secondary diabetes mellitus,No,Diabetes,comorbidities
C10N0,Secondary diabetes mellitus without complication,No,Diabetes,comorbidities
C10N1,Cystic fibrosis related diabetes mellitus,No,Diabetes,comorbidities
C10P.,Diabetes mellitus in remission,No,Diabetes,comorbidities
C10P0,Type I diabetes mellitus in remission,No,Diabetes,comorbidities
C10P1,Type II diabetes mellitus in remission,No,Diabetes,comorbidities
C10Q.,Maturity onset diabetes of the young type 5,No,Diabetes,comorbidities
PKyP.,"Diabetes insipidus, diabetes mellitus, optic atrophy and deafness",No,Diabetes,comorbidities
C1010,Type 1 diabetes mellitus with ketoacidosis,No,Diabetes,comorbidities
C1011,Type 2 diabetes mellitus with ketoacidosis,No,Diabetes,comorbidities
C1030,Type 1 diabetes mellitus with ketoacidotic coma,No,Diabetes,comorbidities
C1031,Type II diabetes mellitus with ketoacidotic coma,No,Diabetes,comorbidities
C1080,Type I diabetes mellitus with renal complications,No,Diabetes,comorbidities
C1081,Type I diabetes mellitus with ophthalmic complications,No,Diabetes,comorbidities
C1082,Type I diabetes mellitus with neurological complications,No,Diabetes,comorbidities
C1083,Type I diabetes mellitus with multiple complications,No,Diabetes,comorbidities
C1085,Type I diabetes mellitus with ulcer,No,Diabetes,comorbidities
C1086,Type I diabetes mellitus with gangrene,No,Diabetes,comorbidities
C1087,Type I diabetes mellitus with retinopathy,No,Diabetes,comorbidities
C1088,Type I diabetes mellitus - poor control,No,Diabetes,comorbidities
C1089,Type I diabetes mellitus maturity onset,No,Diabetes,comorbidities
C1090,Type II diabetes mellitus with renal complications,No,Diabetes,comorbidities
C1091,Type II diabetes mellitus with ophthalmic complications,No,Diabetes,comorbidities
C1092,Type II diabetes mellitus with neurological complications,No,Diabetes,comorbidities
C1093,Type II diabetes mellitus with multiple complications,No,Diabetes,comorbidities
C1094,Type II diabetes mellitus with ulcer,No,Diabetes,comorbidities
C1095,Type II diabetes mellitus with gangrene,No,Diabetes,comorbidities
C1096,Type II diabetes mellitus with retinopathy,No,Diabetes,comorbidities
C1097,Type II diabetes mellitus - poor control,No,Diabetes,comorbidities
X008t,"Diabetes insipidus, diabetes mellitus, optic atrophy and deafness",No,Diabetes,comorbidities
X40J4,Type I diabetes mellitus,No,Diabetes,comorbidities
X40J5,Type II diabetes mellitus,No,Diabetes,comorbidities
X40J6,Insulin treated Type 2 diabetes mellitus,No,Diabetes,comorbidities
X40JA,Secondary diabetes mellitus,No,Diabetes,comorbidities
X40JB,Secondary pancreatic diabetes mellitus,No,Diabetes,comorbidities
X40JC,Secondary endocrine diabetes mellitus,No,Diabetes,comorbidities
X40JG,Genetic syndromes of diabetes mellitus,No,Diabetes,comorbidities
X40JI,Diabetes mellitus autosomal dominant,No,Diabetes,comorbidities
X40JJ,Diabetes mellitus autosomal dominant type 2,No,Diabetes,comorbidities
X40JO,Congenital lipoatrophic diabetes,No,Diabetes,comorbidities
X40JS,Hyperproinsulinemia,No,Diabetes,comorbidities
X40JY,Insulin-dependent diabetes mellitus secretory diarrhoea syndrome,No,Diabetes,comorbidities
X40JZ,Diabetes-deafness syndrome maternally transmitted,No,Diabetes,comorbidities
Xa4g7,Unstable type I diabetes mellitus,No,Diabetes,comorbidities
Xaagd,Diabetes mellitus in remission,No,Diabetes,comorbidities
Xaage,Type I diabetes mellitus in remission,No,Diabetes,comorbidities
